return,volatility,sharpe_ratio,tracking_error,growth_weight
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08340462165112719,0.07356000448738131,0.8619442330513152,0.01310365249799311,0.6999999999999998
0.08399782836178189,0.07354437191436426,0.8701934178770545,0.013428274402203903,0.7
0.08548715155014633,0.07426863376664423,0.8817605525895391,0.013435590900281597,0.7000000000000001
0.08697647475855433,0.07534951287874472,0.88887734239683,0.013663962207230644,0.7
0.08846579795473206,0.07711786257183519,0.8878072559513207,0.012789813584823237,0.7117044148861993
0.0899551211555106,0.07938713671704915,0.8811896240173512,0.011370760525992537,0.7329290020241626
0.09144444435272986,0.08169974365376147,0.8744757468947155,0.010461822233268405,0.754016393956779
